,ASSESSMENT_YEAR,TOTALVALUE,HOMESTEAD,NEIGHBORHOOD,COMMUNITY,ZIPCODE,FORMATTED_ADDRESS,WARD,PROPERTY_TYPE,BUILDINGVALUE
83806,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403-1234,1308 CURRIE AVE,5.0,COMMERCIAL,0
83807,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55405-1611,169 GLENWOOD AVE,5.0,VACANT LAND - APARTMENT,0
83808,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55405-1611,165 GLENWOOD AVE,5.0,VACANT LAND - APARTMENT,0
83809,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55405-1611,161 GLENWOOD AVE,5.0,APARTMENT,0
83810,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55405-1611,157 GLENWOOD AVE,5.0,APARTMENT,0
83811,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55405-1611,153 GLENWOOD AVE,5.0,COMMON AREA (NO VALUE),0
83812,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55405-1611,151 GLENWOOD AVE,5.0,APARTMENT,0
83813,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55405-1611,149 GLENWOOD AVE,5.0,COMMON AREA (NO VALUE),0
83814,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55405-1611,147 GLENWOOD AVE,5.0,COMMON AREA (NO VALUE),0
83815,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55405-1611,145 GLENWOOD AVE,5.0,APARTMENT,0
83817,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55405,1771/2 GLENWOOD AVE,5.0,VACANT LAND - COMMERCIAL,0
83819,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55405-1615,14 ROYALSTON AVE,5.0,VACANT LAND - COMMERCIAL,0
83820,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55405,112 HOLDEN ST,5.0,VACANT LAND - COMMERCIAL,0
83821,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55405,105 HOLDEN ST,5.0,VACANT LAND - COMMERCIAL,0
83822,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403-1235,106 GLENWOOD AVE,5.0,VACANT LAND - COMMERCIAL,0
83823,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403-1235,100 GLENWOOD AVE,5.0,VACANT LAND - COMMERCIAL,0
83825,2020,0,NON-HOMESTEADED,DOWNTOWN WEST,CENTRAL,55403-1309,1000 CURRIE AVE,7.0,COMMERCIAL,0
83826,2020,0,NON-HOMESTEADED,DOWNTOWN WEST,CENTRAL,55403,117 10TH ST N,7.0,VACANT LAND - COMMERCIAL,0
83828,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403-1233,1206 CURRIE AVE,5.0,COMMERCIAL,0
83829,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403-1236,111 GLENWOOD AVE,5.0,COMMERCIAL,0
83830,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403-1236,117 GLENWOOD AVE,5.0,COMMERCIAL,0
83836,2020,0,NON-HOMESTEADED,DOWNTOWN WEST,CENTRAL,55403-1310,1011 CURRIE AVE,7.0,COMMERCIAL,0
83841,2020,0,NON-HOMESTEADED,DOWNTOWN WEST,CENTRAL,55403-1326,29 9TH ST N,7.0,COMMERCIAL,0
83842,2020,0,NON-HOMESTEADED,DOWNTOWN WEST,CENTRAL,55403,900 HAWTHORNE AVE,7.0,VACANT LAND - COMMERCIAL,0
83843,2020,0,NON-HOMESTEADED,DOWNTOWN WEST,CENTRAL,55403-1318,97 GLENWOOD AVE,7.0,VACANT LAND - COMMERCIAL,0
83844,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403-1319,94 GLENWOOD AVE,5.0,VACANT LAND - COMMERCIAL,0
83990,2020,0,NON-HOMESTEADED,ST ANTHONY WEST,NORTHEAST,55413-1963,631 UNIVERSITY AVE NE,3.0,COMMERCIAL,0
84005,2020,0,NON-HOMESTEADED,ST ANTHONY WEST,NORTHEAST,55413,921 UNIVERSITY AVE NE,3.0,VACANT LAND - COMMERCIAL,0
84007,2020,0,NON-HOMESTEADED,ST ANTHONY WEST,NORTHEAST,55413,300 9TH AVE NE,3.0,VACANT LAND - COMMERCIAL,0
84064,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4216,1010 LYNDALE AVE N,5.0,VACANT LAND - INDUSTRIAL,0
84073,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55401-1022,1201 3RD ST N,5.0,VACANT LAND - COMMERCIAL,0
84074,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55401,1200 4TH ST N,5.0,VACANT LAND - COMMERCIAL,0
84078,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4307,1113 6TH ST N,5.0,VACANT LAND - INDUSTRIAL,0
84080,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55401-1126,811 5TH ST N,5.0,VACANT LAND - COMMERCIAL,0
84081,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4320,600 8TH AVE N,5.0,VACANT LAND - COMMERCIAL,0
84082,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4320,608 8TH AVE N,5.0,VACANT LAND - COMMERCIAL,0
84083,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4320,612 8TH AVE N,5.0,VACANT LAND - COMMERCIAL,0
84088,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411,300 OLSON MEMORIAL HWY,5.0,VACANT LAND - COMMERCIAL,0
84089,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4318,554 8TH AVE N,5.0,COMMERCIAL,0
84090,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4318,578 8TH AVE N,5.0,VACANT LAND - COMMERCIAL,0
84092,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55401-1040,919 1/2 5TH ST N,5.0,VACANT LAND - COMMERCIAL,0
84097,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4216,1000 LYNDALE AVE N,5.0,VACANT LAND - INDUSTRIAL,0
84098,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4313,804 1/2 7TH ST N,5.0,VACANT LAND - COMMERCIAL,0
84099,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411,550 10TH AVE N,5.0,VACANT LAND - COMMERCIAL,0
84100,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4313,800 1/2 7TH ST N,5.0,VACANT LAND - COMMERCIAL,0
84101,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411,521 10TH AVE N,5.0,VACANT LAND - COMMERCIAL,0
84102,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411,616 LYNDALE AVE N,5.0,VACANT LAND - COMMERCIAL,0
84104,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4313,800 7TH ST N,5.0,VACANT LAND - COMMERCIAL,0
84106,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4335,570 6TH AVE N,5.0,COMMERCIAL,0
84110,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4320,640 8TH AVE N,5.0,VACANT LAND - INDUSTRIAL,0
84111,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411,623 8TH AVE N,5.0,COMMERCIAL,0
84112,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411,519 10TH AVE N,5.0,COMMERCIAL,0
84115,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4317,635 8TH AVE N,5.0,COMMERCIAL,0
84116,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411-4216,990 LYNDALE AVE N,5.0,VACANT LAND - INDUSTRIAL,0
84121,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55401-1203,535 1/2 4TH ST N,5.0,VACANT LAND - COMMERCIAL,0
84122,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55401-1203,515 4TH ST N,5.0,VACANT LAND - COMMERCIAL,0
84123,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55401-1203,509 4TH ST N,5.0,VACANT LAND - COMMERCIAL,0
84125,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55401,650 5TH ST N,5.0,VACANT LAND - COMMERCIAL,0
84134,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55401-1203,505 4TH ST N,5.0,VACANT LAND - COMMERCIAL,0
84135,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55411,548 6TH AVE N,5.0,VACANT LAND - COMMERCIAL,0
84140,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55401-1124,719 5TH ST N,5.0,VACANT LAND - INDUSTRIAL,0
84141,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55401-1122,803 4TH ST N,5.0,VACANT LAND - COMMERCIAL,0
84217,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55401-1225,622 1ST ST N,3.0,COMMERCIAL,0
84282,2020,0,NON-HOMESTEADED,LIND-BOHANON,CAMDEN,55430,5211 DUPONT AVE N,4.0,VACANT LAND - COMMERCIAL,0
84283,2020,0,NON-HOMESTEADED,LIND-BOHANON,CAMDEN,55430-3417,5224 EMERSON AVE N,4.0,RESIDENTIAL,0
84389,2020,0,NON-HOMESTEADED,LIND-BOHANON,CAMDEN,55430-3417,5200 EMERSON AVE N,4.0,COMMERCIAL,0
84595,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55419,5600 2ND AVE S,11.0,VACANT LAND - COMMERCIAL,0
84606,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419,5545 STEVENS AVE,11.0,VACANT LAND - COMMERCIAL,0
84610,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419-1933,5556 STEVENS AVE,11.0,RESIDENTIAL,0
84620,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419-1907,5548 1ST AVE S,11.0,RESIDENTIAL,0
84629,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419,5521 STEVENS AVE,11.0,VACANT LAND - COMMERCIAL,0
84661,2020,0,NON-HOMESTEADED,PAGE,NOKOMIS,55419,5409 STEVENS AVE,11.0,VACANT LAND - COMMERCIAL,0
84662,2020,0,NON-HOMESTEADED,TANGLETOWN,SOUTHWEST,55419,5401 STEVENS AVE,11.0,VACANT LAND - COMMERCIAL,0
84669,2020,0,NON-HOMESTEADED,FIELD,NOKOMIS,55417,667 48TH ST E,8.0,VACANT LAND - COMMERCIAL,0
84672,2020,0,NON-HOMESTEADED,FIELD,NOKOMIS,55417-1060,656 MINNEHAHA PKWY E,8.0,VACANT LAND - COMMERCIAL,0
84676,2020,0,NON-HOMESTEADED,FIELD,NOKOMIS,55417,618 MINNEHAHA PKWY E,11.0,VACANT LAND - COMMERCIAL,0
84677,2020,0,NON-HOMESTEADED,FIELD,NOKOMIS,55417,5003 COLUMBUS AVE,11.0,VACANT LAND - COMMERCIAL,0
84678,2020,0,NON-HOMESTEADED,PAGE,NOKOMIS,55417,601 51ST ST E,11.0,VACANT LAND - COMMERCIAL,0
84803,2020,0,NON-HOMESTEADED,PAGE,NOKOMIS,55417-1730,5150 CHICAGO AVE,11.0,COMMERCIAL,0
84856,2020,0,NON-HOMESTEADED,PAGE,NOKOMIS,55417-1714,5200 COLUMBUS AVE,11.0,RESIDENTIAL,0
85107,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419,6170 LYNDALE AVE S,11.0,VACANT LAND - COMMERCIAL,0
85147,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419-2214,6160 COLFAX LN,11.0,RESIDENTIAL,0
85189,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419-2247,806 62ND ST W,11.0,COMMERCIAL,0
85192,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55414-2303,1001 12TH AVE N,5.0,VACANT LAND - APARTMENT,0
85193,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,921 12TH AVE N,5.0,VACANT LAND - INDUSTRIAL,0
85194,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,1102 BRYANT AVE N,5.0,VACANT LAND - COMMERCIAL,0
85204,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411-4000,1200 7TH ST N,5.0,COMMERCIAL,0
85206,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,1129 BRYANT AVE N,5.0,VACANT LAND - INDUSTRIAL,0
85207,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,1108 VAN WHITE MEMORIAL BLVD,5.0,VACANT LAND - RESIDENTIAL,0
85208,2020,0,NON-HOMESTEADED,SUMNER-GLENWOOD,NEAR NORTH,55411,1000 ALDRICH AVE N,5.0,APARTMENT,0
85209,2020,0,NON-HOMESTEADED,SUMNER-GLENWOOD,NEAR NORTH,55411,1100 - 1102 VAN WHITE MEMORIAL BLVD,5.0,APARTMENT,0
85210,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,1001 11TH AVE N,5.0,APARTMENT,0
85229,2020,0,NON-HOMESTEADED,SUMNER-GLENWOOD,NEAR NORTH,55411,1002 VAN WHITE MEMORIAL BLVD,5.0,COMMON AREA (NO VALUE),0
85232,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,1232 EMERSON AVE N,5.0,VACANT LAND - COMMERCIAL,0
85234,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411-4060,1225 7TH ST N,5.0,INDUSTRIAL,0
85238,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,1109 12TH AVE N,5.0,VACANT LAND - INDUSTRIAL,0
85244,2020,0,NON-HOMESTEADED,SUMNER-GLENWOOD,NEAR NORTH,55411,1009 VAN WHITE MEMORIAL BLVD,5.0,VACANT LAND - RESIDENTIAL,0
85245,2020,0,NON-HOMESTEADED,SUMNER-GLENWOOD,NEAR NORTH,55411,1007 VAN WHITE MEMORIAL BLVD,5.0,VACANT LAND - RESIDENTIAL,0
85246,2020,0,NON-HOMESTEADED,SUMNER-GLENWOOD,NEAR NORTH,55411,1005 VAN WHITE MEMORIAL BLVD,5.0,VACANT LAND - RESIDENTIAL,0
85247,2020,0,NON-HOMESTEADED,SUMNER-GLENWOOD,NEAR NORTH,55411,1003 VAN WHITE MEMORIAL BLVD,5.0,VACANT LAND - RESIDENTIAL,0
85250,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,1129 FREMONT AVE N,5.0,VACANT LAND - RESIDENTIAL,0
85251,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,996 HUMBOLDT AVE N,5.0,VACANT LAND - RESIDENTIAL,0
85273,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419-1932,5648 NICOLLET AVE,11.0,VACANT LAND - COMMERCIAL,0
85274,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419-1915,10 57TH ST W,11.0,COMMERCIAL,0
85283,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419-1921,5656 BLAISDELL AVE,11.0,RESIDENTIAL,0
85298,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419,67 57TH ST W,11.0,VACANT LAND - COMMERCIAL,0
85300,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419,5620 NICOLLET AVE,11.0,VACANT LAND - COMMERCIAL,0
85301,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419,5633 BLAISDELL AVE,11.0,VACANT LAND - COMMERCIAL,0
85308,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419,101 58TH ST W,11.0,VACANT LAND - COMMERCIAL,0
85313,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419,5828 1/2 WENTWORTH AVE,11.0,VACANT LAND - COMMERCIAL,0
85314,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419,5838 WENTWORTH AVE,11.0,VACANT LAND - COMMERCIAL,0
85315,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419,5821 WENTWORTH AVE,11.0,COMMERCIAL,0
85316,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419,5800 BLAISDELL AVE,11.0,VACANT LAND - COMMERCIAL,0
85317,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419,131 59TH ST W,11.0,VACANT LAND - COMMERCIAL,0
85352,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419,131 58TH ST W,11.0,VACANT LAND - COMMERCIAL,0
85379,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419-2473,5920 NICOLLET AVE,11.0,DOUBLE BUNGALOW,0
85404,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419,5915 PLEASANT AVE,11.0,VACANT LAND - COMMERCIAL,0
85463,2020,0,NON-HOMESTEADED,WINDOM,SOUTHWEST,55419-2228,5901 LYNDALE AVE S,11.0,COMMERCIAL,0
85508,2020,0,NON-HOMESTEADED,LYNNHURST,SOUTHWEST,55419-1001,1804 50TH ST W,13.0,DOUBLE BUNGALOW,0
85520,2020,0,NON-HOMESTEADED,LYNNHURST,SOUTHWEST,55419,1510 50TH ST W,13.0,COMMERCIAL,0
85538,2020,0,NON-HOMESTEADED,LYNNHURST,SOUTHWEST,55409,1510 49TH ST W,13.0,VACANT LAND - COMMERCIAL,0
85569,2020,0,NON-HOMESTEADED,LYNNHURST,SOUTHWEST,55419-1039,1700 50TH ST W,13.0,COMMERCIAL,0
85582,2020,0,NON-HOMESTEADED,LYNNHURST,SOUTHWEST,55409,1711 49TH ST W,13.0,VACANT LAND - COMMERCIAL,0
85588,2020,0,NON-HOMESTEADED,LYNNHURST,SOUTHWEST,55419,1500 51ST ST W,13.0,VACANT LAND - COMMERCIAL,0
85589,2020,0,NON-HOMESTEADED,LYNNHURST,SOUTHWEST,55419,1600 51ST ST W,13.0,VACANT LAND - COMMERCIAL,0
85590,2020,0,NON-HOMESTEADED,LYNNHURST,SOUTHWEST,55419-1063,1700 51ST ST W,13.0,VACANT LAND - COMMERCIAL,0
85591,2020,0,NON-HOMESTEADED,LYNNHURST,SOUTHWEST,55419,1800 51ST ST W,13.0,VACANT LAND - COMMERCIAL,0
85643,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,1601 58TH ST E,11.0,VACANT LAND - COMMERCIAL,0
85644,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55450,5930 CEDAR AVE,11.0,VACANT LAND - COMMERCIAL,0
85682,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417-3215,5933 13TH AVE S,11.0,RESIDENTIAL,0
85694,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55450,1415 58TH ST E,11.0,VACANT LAND - RESIDENTIAL,0
85695,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55450,1217 58TH ST E,11.0,VACANT LAND - RESIDENTIAL,0
85700,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,1407 58TH ST E,11.0,VACANT LAND - COMMERCIAL,0
85701,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55450,5900 13TH AVE S,11.0,VACANT LAND - RESIDENTIAL,0
85702,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,5800 14TH AVE S,11.0,VACANT LAND - COMMERCIAL,0
85703,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,5804 14TH AVE S,11.0,VACANT LAND - COMMERCIAL,0
85704,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,1405 58TH ST E,11.0,VACANT LAND - RESIDENTIAL,0
85705,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,1408 59TH ST E,11.0,VACANT LAND - RESIDENTIAL,0
85706,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,6151 12TH AVE S,11.0,VACANT LAND - COMMERCIAL,0
85707,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,1213 61ST ST E,11.0,VACANT LAND - COMMERCIAL,0
85708,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,1227 61ST ST E,11.0,VACANT LAND - COMMERCIAL,0
85724,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,6136 13TH AVE S,11.0,VACANT LAND - COMMERCIAL,0
85725,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,6141 12TH AVE S,11.0,VACANT LAND - COMMERCIAL,0
85842,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,6048 15TH AVE S,11.0,VACANT LAND - COMMERCIAL,0
85843,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,6124 14TH AVE S,11.0,VACANT LAND - COMMERCIAL,0
85844,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55423,1501 61ST ST E,11.0,VACANT LAND - COMMERCIAL,0
85846,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55423,6100 15TH AVE S,11.0,VACANT LAND - COMMERCIAL,0
85847,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417-3225,6107 14TH AVE S,11.0,VACANT LAND - RESIDENTIAL,0
85855,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55450,6000 CEDAR AVE,11.0,VACANT LAND - COMMERCIAL,0
85856,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55450,6101 1/2 BLOOMINGTON AVE,11.0,VACANT LAND - COMMERCIAL,0
85883,2020,0,NON-HOMESTEADED,MARCY-HOLMES,UNIVERSITY,55414-1126,728 HENNEPIN AVE E,3.0,COMMERCIAL,0
85890,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,301 15TH AVE N,5.0,VACANT LAND - COMMERCIAL,0
85891,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,412 14TH AVE N,5.0,VACANT LAND - COMMERCIAL,0
85892,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,416 1/2 14TH AVE N,5.0,VACANT LAND - COMMERCIAL,0
85893,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55414-2001,1401 4TH ST N,5.0,VACANT LAND - COMMERCIAL,0
85894,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55414-2001,1409 4TH ST N,5.0,VACANT LAND - COMMERCIAL,0
85895,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55414-2001,1411 4TH ST N,5.0,VACANT LAND - COMMERCIAL,0
85896,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55414-2001,1417 4TH ST N,5.0,VACANT LAND - COMMERCIAL,0
85897,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55414-2001,1423 4TH ST N,5.0,VACANT LAND - COMMERCIAL,0
85898,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55414-2001,1427 4TH ST N,5.0,VACANT LAND - COMMERCIAL,0
85899,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55414-2006,420 14TH AVE N,5.0,VACANT LAND - COMMERCIAL,0
85900,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,1501 4TH ST N,5.0,VACANT LAND - COMMERCIAL,0
85901,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55414-2006,416 14TH AVE N,5.0,VACANT LAND - COMMERCIAL,0
85938,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,1526 LYNDALE AVE N,5.0,VACANT LAND - COMMERCIAL,0
85939,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,1319 5TH ST N,5.0,VACANT LAND - COMMERCIAL,0
85940,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,1328 5TH ST N,5.0,VACANT LAND - COMMERCIAL,0
85941,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,1307 6TH ST N,5.0,VACANT LAND - COMMERCIAL,0
85957,2020,0,NON-HOMESTEADED,NEAR NORTH,NEAR NORTH,55411,301 14TH AVE N,5.0,VACANT LAND - COMMERCIAL,0
86039,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,767 56TH ST E,11.0,VACANT LAND - COMMERCIAL,0
86040,2020,0,NON-HOMESTEADED,DIAMOND LAKE,NOKOMIS,55417,5600 CHICAGO AVE,11.0,VACANT LAND - COMMERCIAL,0
86299,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403,126 GLENWOOD AVE,5.0,VACANT LAND - COMMERCIAL,0
86300,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403-1235,128 GLENWOOD AVE,5.0,VACANT LAND - COMMERCIAL,0
86301,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403,110 GLENWOOD AVE,5.0,VACANT LAND - COMMERCIAL,0
86302,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403-1235,108 GLENWOOD AVE,5.0,VACANT LAND - COMMERCIAL,0
86303,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403-1235,122 GLENWOOD AVE,5.0,VACANT LAND - COMMERCIAL,0
86304,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403-1235,120 GLENWOOD AVE,5.0,VACANT LAND - COMMERCIAL,0
86305,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403,118 GLENWOOD AVE,5.0,VACANT LAND - COMMERCIAL,0
86307,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403,92 GLENWOOD AVE,5.0,COMMERCIAL,0
86308,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55405,2 ROYALSTON AVE,5.0,VACANT LAND - COMMERCIAL,0
86309,2020,0,NON-HOMESTEADED,DOWNTOWN WEST,CENTRAL,55403-1303,101 9TH ST N,7.0,COMMERCIAL,0
86310,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,55403,137 GLENWOOD AVE N,5.0,VACANT LAND - COMMERCIAL,0
86311,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,,80 GLENWOOD AVE N,5.0,VACANT LAND - COMMERCIAL,0
86312,2020,0,NON-HOMESTEADED,NORTHLOOP,CENTRAL,,299 7TH ST S,5.0,VACANT LAND - COMMERCIAL,0
86325,2020,0,NON-HOMESTEADED,DOWNTOWN WEST,CENTRAL,55401-1910,314 HENNEPIN AVE,3.0,APARTMENT,0
86353,2020,0,NON-HOMESTEADED,DOWNTOWN WEST,CENTRAL,55401,225 WASHINGTON AVE N,3.0,VACANT LAND - COMMERCIAL,0
86356,2020,0,NON-HOMESTEADED,DOWNTOWN WEST,CENTRAL,55401-1711,19 4TH ST N,3.0,COMMERCIAL,0
